budget,id,original_title,runtime,title,vote_average,vote_count
900000,25748,Children of the Corn II: The Final Sacrifice,92,Children of the Corn II: The Final Sacrifice,4.5,50
0,25749,Children of the Corn III: Urban Harvest,92,Children of the Corn III: Urban Harvest,4.7,50
0,8769,Christine,110,Christine,6.5,392
0,14742,Night Shift,106,Night Shift,5.9,46
200000,15856,House on Haunted Hill,75,House on Haunted Hill,6.9,102
10000000,10671,Airport,137,Airport,6.2,89
3000000,27932,Airport 1975,107,Airport 1975,5.5,79
6000000,7227,Airport '77,114,Airport '77,5.8,69
0,10670,Rollercoaster,119,Rollercoaster,5.4,33
14000000,5919,The Towering Inferno,159,The Towering Inferno,7.1,230
1500000,33518,Alligator,91,Alligator,5.6,63
0,40160,Meteor,107,Meteor,5.1,37
0,2362,Westworld,88,Westworld,6.7,345
9000000,10803,Logan's Run,119,Logan's Run,6.6,272
5800000,871,Planet of the Apes,112,Planet of the Apes,7.5,958
3000000,1685,Beneath the Planet of the Apes,95,Beneath the Planet of the Apes,6.2,370
1700000,1705,Battle for the Planet of the Apes,93,Battle for the Planet of the Apes,5.5,220
1700000,1688,Conquest of the Planet of the Apes,88,Conquest of the Planet of the Apes,6.1,243
2500000,1687,Escape from the Planet of the Apes,98,Escape from the Planet of the Apes,6.3,270
6500000,166680,Avalanche,94,Avalanche,3.2,10
7000000,11123,Earthquake,123,Earthquake,5.6,76
14000000,29723,The Concorde... Airport '79,123,The Concorde... Airport '79,4.7,45
0,31638,Beyond the Poseidon Adventure,114,Beyond the Poseidon Adventure,5.3,28
0,113286,The Dancemaker,98,The Dancemaker,7,1
80000000,9535,Analyze This,103,Analyze This,6.4,512
25000000,9455,The Corruptor,110,The Corruptor,6.1,60
10500000,796,Cruel Intentions,97,Cruel Intentions,6.6,848
1350000,100,"Lock, Stock and Two Smoking Barrels",105,"Lock, Stock and Two Smoking Barrels",7.5,1671
0,47501,Six Ways to Sunday,97,Six Ways to Sunday,6.1,6
0,77936,L'école de la chair,110,The School of Flesh,5.7,7
0,84586,Relax... It's Just Sex,110,Relax... It's Just Sex,3.7,3
38000000,30943,The Deep End of the Ocean,106,The Deep End of the Ocean,6,58
0,107946,Harvest,96,Harvest,0,0
21000000,7341,The Rage: Carrie 2,104,The Rage: Carrie 2,5.1,79
30000000,10350,Wing Commander,100,Wing Commander,4,75
0,11772,The Haunting,112,The Haunting,7.2,153
13000000,9540,Dead Ringers,115,Dead Ringers,7,176
0,31503,My Boyfriend's Back,85,My Boyfriend's Back,5.4,22
200000,11773,Village of the Damned,77,Village of the Damned,7.1,92
0,30202,Children of the Damned,90,Children of the Damned,5.9,24
12000000,22345,Baby Geniuses,97,Baby Geniuses,3.3,75
0,53685,Telling You,94,Telling You,1.5,2
0,1567,Seul contre tous,93,I Stand Alone,7.5,99
75000000,1641,Forces of Nature,105,Forces of Nature,5.1,141
25000000,47288,The King and I,87,The King and I,5,23
12000000,10212,Ravenous,100,Ravenous,6.8,144
0,10354,True Crime,127,True Crime,6.3,146
0,11526,Bandits,110,Bandits,5.4,10
0,8583,Dangerous Beauty,111,Dangerous Beauty,6.9,59
0,123728,The Empty Mirror,118,The Empty Mirror,6,1
4550000,16520,The King and I,133,The King and I,7.3,103
0,16508,Doug's 1st Movie,77,Doug's 1st Movie,5.4,22
80000000,11374,Edtv,122,Edtv,5.7,168
50000000,16379,The Mod Squad,92,The Mod Squad,4.1,37
0,125123,Among Giants,93,Among Giants,4.5,2
14000000,28029,A Walk on the Moon,107,A Walk on the Moon,6.2,21
63000000,603,The Matrix,136,The Matrix,7.9,9079
16000000,4951,10 Things I Hate About You,97,10 Things I Hate About You,7.3,1768
0,65749,"Tango, no me dejes nunca",115,Tango,6.8,6
75000000,8970,The Out-of-Towners,90,The Out-of-Towners,5.1,46
500000,9840,La vie rêvée des anges,113,The Dreamlife of Angels,6.9,18
0,186705,"Love, etc.",105,"Love, etc.",6,1
0,30950,Metroland,105,Metroland,6.1,8
250000,70687,The Sticky Fingers of Time,90,The Sticky Fingers of Time,4.8,3
6000,11660,Following,69,Following,7.2,363
6500000,9430,Go,98,Go,7,198
25000000,11355,Never Been Kissed,107,Never Been Kissed,5.8,378
10000000,18764,双龙会,89,Twin Dragons,6.2,72
10000000,9465,Cookie's Fortune,118,Cookie's Fortune,6.2,35
0,27455,Foolish,84,Foolish,6.3,3
0,1414,Los amantes del círculo polar,112,Lovers of the Arctic Circle,7.1,54
20000000,49981,Goodbye Lover,102,Goodbye Lover,5.8,11
80000000,6522,Life,108,Life,6.4,179
0,114719,Friends & Lovers,103,Friends & Lovers,5.5,6
12000000,10209,Hideous Kinky,98,Hideous Kinky,6.2,23
0,25512,Jeanne et le garçon formidable,93,Jeanne and the Perfect Guy,4.5,3
0,143299,The Joyriders,0,The Joyriders,6,1
0,22826,Il mostro,112,The Monster,6.8,126
2900000,1902,Abre los ojos,117,Open Your Eyes,7.4,211
0,445590,Fotoamator,52,Photographer,0,0
0,6396,SLC Punk,97,SLC Punk,7.3,93
1,39964,Lost & Found,95,Lost & Found,4.9,26
33000000,12596,Pushing Tin,124,Pushing Tin,5.7,117
0,9451,Election,99,Election,6.7,275
15000000,1946,eXistenZ,97,eXistenZ,6.7,487
0,89522,A Little Bit of Soul,84,A Little Bit of Soul,5,2
0,42230,猩猩王,90,The Mighty Peking Man,4.8,12
0,139445,Nô,85,Nô,7,1
0,74140,Let It Come Down: The Life of Paul Bowles,75,Let It Come Down: The Life of Paul Bowles,0,0
66000000,1844,Entrapment,112,Entrapment,6,613
25000000,6552,Idle Hands,92,Idle Hands,6.1,183
0,24584,Get Real,108,Get Real,6.6,45
0,213985,Heaven,105,Heaven,6.1,5
0,25471,变脸,91,The King of Masks,7.8,12
0,4154,Three Seasons,105,Three Seasons,6.8,7
0,28519,The Winslow Boy,104,The Winslow Boy,6.4,22
1453000,3309,Mildred Pierce,111,Mildred Pierce,7.4,81
3000000,18462,Night of the Comet,95,Night of the Comet,6.1,94
800000,28941,Chopping Mall,77,Chopping Mall,5.5,58
0,18252,My Science Project,94,My Science Project,6.1,41
47000000,8592,Dick Tracy,103,Dick Tracy,5.9,258
80000000,564,The Mummy,124,The Mummy,6.6,2796
786675,13852,The Castle,85,The Castle,7.4,69
0,140519,Mascara,94,Mascara,6,1
0,25232,This Is My Father,119,This Is My Father,4.5,2
0,33194,Tian yu,99,Xiu Xiu: The Sent-Down Girl,7.3,7
11000000,10210,A Midsummer Night's Dream,116,A Midsummer Night's Dream,6.4,95
0,53862,Trippin',94,Trippin',4.5,4
11791,17962,ワンダフルライフ,118,After Life,7.3,49
0,9460,黑侠,99,Black Mask,5.8,55
1500000,4927,Edge of Seventeen,99,Edge of Seventeen,5.7,29
0,122190,Endurance,83,Endurance,6,1
115000000,1893,Star Wars: Episode I - The Phantom Menace,136,Star Wars: Episode I - The Phantom Menace,6.4,4526
0,31342,The Love Letter,88,The Love Letter,5.9,17
0,44297,L'assedio,93,Besieged,7.2,14
0,95627,Frogs for Snakes,108,Frogs for Snakes,0,0
0,8785,Rekopis znaleziony w Saragossie,182,The Saragossa Manuscript,7.4,23
196000,15849,The Mummy,73,The Mummy,6.9,121
0,18990,The Mummy,86,The Mummy,6.8,58
0,29242,The Mummy's Curse,62,The Mummy's Curse,6.9,11
0,29243,The Mummy's Ghost,61,The Mummy's Ghost,6.9,10
0,31498,The Mummy's Hand,67,The Mummy's Hand,6.5,14
0,29239,The Mummy's Tomb,60,The Mummy's Tomb,8.3,6
0,15660,Mommie Dearest,129,Mommie Dearest,6.6,55
55000000,1924,Superman,143,Superman,6.9,1042
54000000,8536,Superman II,127,Superman II,6.5,642
39000000,9531,Superman III,125,Superman III,5.3,500
17000000,11411,Superman IV: The Quest for Peace,90,Superman IV: The Quest for Peace,4.1,327
355000,138,Dracula,72,Dracula,7.2,254
0,30793,House of Dracula,67,House of Dracula,5.8,20
0,3103,House of Frankenstein,71,House of Frankenstein,6.2,30
291000,3035,Frankenstein,71,Frankenstein,7.3,295
0,3077,Son of Frankenstein,99,Son of Frankenstein,7,42
0,3074,The Ghost of Frankenstein,67,The Ghost of Frankenstein,6.4,26
0,3076,Frankenstein Meets the Wolf Man,74,Frankenstein Meets the Wolf Man,6.5,42
0,3079,The Curse of Frankenstein,82,The Curse of Frankenstein,6.8,61
0,32023,Son of Dracula,80,Son of Dracula,6.8,16
0,13666,The Wolf Man,70,The Wolf Man,7.2,124
0,29794,Howling II: Stirba - Werewolf Bitch,91,Howling II: Stirba - Werewolf Bitch,4.2,41
0,9077,Tarantula,80,Tarantula,6.1,58
1200000,36685,The Rocky Horror Picture Show,100,The Rocky Horror Picture Show,7.4,703
0,43391,The Flying Saucer,69,The Flying Saucer,2.7,7
5000000,30168,It Came from Hollywood,80,It Came from Hollywood,6,12
0,10785,The Thing from Another World,87,The Thing from Another World,6.9,142
0,19483,It Came from Outer Space,81,It Came from Outer Space,6.2,52
2000000,8974,The War of the Worlds,85,The War of the Worlds,6.8,172
0,29959,It Came from Beneath the Sea,79,It Came from Beneath the Sea,5.4,20
417000,11549,Invasion of the Body Snatchers,80,Invasion of the Body Snatchers,7.3,277
0,18158,Earth vs. the Flying Saucers,83,Earth vs. the Flying Saucers,6,41
0,27625,It Conquered the World,71,It Conquered the World,4,10
0,41516,The Mole People,77,The Mole People,4.4,14
3000000,17918,Swamp Thing,91,Swamp Thing,5.4,92
0,37305,Pork Chop Hill,97,Pork Chop Hill,6.4,16
0,18784,"Run Silent, Run Deep",93,"Run Silent, Run Deep",7.5,31
42000000,509,Notting Hill,124,Notting Hill,7,1309
16000000,1090,The Thirteenth Floor,100,The Thirteenth Floor,6.8,381
0,24858,Μια αιωνιότητα και μια μέρα,137,Eternity and a Day,7.1,14
4000000,15059,The Loss of Sexual Innocence,106,The Loss of Sexual Innocence,5.2,9
0,55912,The Man with Rain in His Shoes,91,Twice Upon a Yesterday,5.1,8
80000000,12117,Instinct,126,Instinct,6.3,149
0,11779,Buena Vista Social Club,105,Buena Vista Social Club,7.3,76
0,41730,Desert Blue,90,Desert Blue,5.5,9
0,84198,A Place at the Table,84,A Place at the Table,6.9,7
0,100568,Floating,90,Floating,5,4
0,13533,Free Enterprise,113,Free Enterprise,5.8,10
8000000,62676,Limbo,126,Limbo,7,17
33000000,817,Austin Powers: The Spy Who Shagged Me,95,Austin Powers: The Spy Who Shagged Me,6.1,1034
0,265966,Promise Her Anything,101,Promise Her Anything,0,0
0,91598,Le nain rouge,100,The Red Dwarf,5.5,3
18000000,14283,The Red Violin,131,The Red Violin,7.2,101
150000000,37135,Tarzan,88,Tarzan,7.1,1715
60000000,2275,The General's Daughter,116,The General's Daughter,6.1,209
0,68426,Get Bruce!,82,Get Bruce!,6.2,3
14000000,24137,An Ideal Husband,97,An Ideal Husband,6.3,47
9000000,10376,La leggenda del pianista sull'oceano,170,The Legend of 1900,8.1,554
1530000,104,Lola rennt,81,Run Lola Run,7.2,672
0,15800,Trekkies,86,Trekkies,6.3,22
34200000,9032,Big Daddy,93,Big Daddy,6.2,898
0,13821,The Boys,86,The Boys,6.8,3
12500000,9421,Le Dîner de cons,80,The Dinner Game,7.7,408
0,55955,My Son the Fanatic,88,My Son the Fanatic,4.7,3
0,67067,Zone 39,95,Zone 39,5,2
31000000,6488,Arachnophobia,103,Arachnophobia,6.2,445
21000000,9473,"South Park: Bigger, Longer & Uncut",81,"South Park: Bigger, Longer & Uncut",7.1,916
170000000,8487,Wild Wild West,106,Wild Wild West,5.1,1042
0,10279,Summer of Sam,142,Summer of Sam,6.3,115
0,125263,Broken Vessels,90,Broken Vessels,6,2
28000000,2767,Les Amants du Pont-Neuf,125,Les Amants du Pont-Neuf,7.5,45
0,78568,"Fin août, début septembre",112,"Late August, Early September",7.3,4
11000000,2105,American Pie,95,American Pie,6.4,2358
21500000,1073,Arlington Road,117,Arlington Road,7,246
0,10239,Conte d'automne,112,Autumn Tale,7,12
24000000,10208,Muppets from Space,87,Muppets from Space,5.8,94
60000,2667,The Blair Witch Project,81,The Blair Witch Project,6.3,1090
0,48958,My Life So Far,98,My Life So Far,6.1,10
65000000,345,Eyes Wide Shut,159,Eyes Wide Shut,7.1,1266
27000000,9825,Lake Placid,82,Lake Placid,5.5,251
6000000,16158,The Wood,106,The Wood,7.1,34
4000000,133575,The Velocity of Gary,100,The Velocity of Gary,4.2,5
30000000,620,Ghostbusters,107,Ghostbusters,7.3,2431
37000000,2978,Ghostbusters II,108,Ghostbusters II,6.3,1131
10000000,10490,Drop Dead Gorgeous,98,Drop Dead Gorgeous,6.5,88
80000000,11618,The Haunting,113,The Haunting,5.2,374
75000000,332,Inspector Gadget,78,Inspector Gadget,4.3,322
450000,1812,Trick,89,Trick,6.7,24
60000000,8914,Deep Blue Sea,105,Deep Blue Sea,5.6,616
68000000,9824,Mystery Men,121,Mystery Men,5.7,255
70000000,4806,Runaway Bride,116,Runaway Bride,5.8,472
0,33430,Twin Falls Idaho,111,Twin Falls Idaho,7.1,12
320000,247,The Killing,85,The Killing,7.7,290
75000,10056,Killer's Kiss,67,Killer's Kiss,6.2,101
12000000,967,Spartacus,197,Spartacus,7.3,472
2000000,802,Lolita,153,Lolita,7.3,409
11000000,3175,Barry Lyndon,184,Barry Lyndon,7.7,521
0,147,Les Quatre Cents Coups,99,The 400 Blows,8,363
0,1628,Jules et Jim,105,Jules and Jim,7.6,163
1884000,21185,Vibes,99,Vibes,6,10
0,11120,The Mosquito Coast,119,The Mosquito Coast,6.3,126
25000000,10136,The Golden Child,94,The Golden Child,5.6,311
0,32060,Brighton Beach Memoirs,108,Brighton Beach Memoirs,6.2,20
0,48686,Assassination,105,Assassination,5.6,11
0,48259,Crimes of the Heart,105,Crimes of the Heart,6,17
15000000,873,The Color Purple,154,The Color Purple,7.7,345
0,48660,The Kindred,91,The Kindred,5.9,7
0,26789,No Mercy,106,No Mercy,5.7,38
0,3934,Tenue de soirée,84,Ménage,6,25
2000000,108312,Native Son,111,Native Son,2,2
0,198469,Otello,0,Otello,6.7,3
24500000,11416,The Mission,126,The Mission,7.1,295
25000000,10776,Little Shop of Horrors,94,Little Shop of Horrors,6.7,389
30000,24452,The Little Shop of Horrors,70,The Little Shop of Horrors,6.2,78
0,9710,Allan Quatermain and the Lost City of Gold,99,Allan Quatermain and the Lost City of Gold,4.6,70
0,31924,The Morning After,102,The Morning After,5.9,22
16000000,30890,Radio Days,90,Radio Days,7,131
0,24081,From the Hip,111,From the Hip,5.8,12
0,20242,Outrageous Fortune,100,Outrageous Fortune,5.6,32
0,39074,The Bedroom Window,112,The Bedroom Window,6.2,20
0,66194,Deadtime Stories,93,Deadtime Stories,4.6,7
0,2115,Light of Day,107,Light of Day,5.4,10
0,23599,Wanted: Dead or Alive,104,Wanted: Dead or Alive,5.4,22
0,3526,Frances,140,Frances,7.1,24
0,41166,Plenty,124,Plenty,5.9,8
13000000,16406,Dick,94,Dick,5.7,67
0,197239,The Gambler,97,The Gambler,0,0
70000000,10386,The Iron Giant,86,The Iron Giant,7.6,1470
40000000,745,The Sixth Sense,107,The Sixth Sense,7.7,3223
48000000,913,The Thomas Crown Affair,113,The Thomas Crown Affair,6.7,349
4300000,912,The Thomas Crown Affair,102,The Thomas Crown Affair,6.9,95
0,12229,The Acid House,106,The Acid House,6.4,33
0,67323,The Adventures of Sebastian Cole,99,The Adventures of Sebastian Cole,6.5,2
0,91076,Illuminata,119,Illuminata,6.3,7
0,89861,Stiff Upper Lips,99,Stiff Upper Lips,10,1
0,19457,The Yards,115,The Yards,6,98
55000000,11353,Bowfinger,97,Bowfinger,6,258
25000000,17707,Brokedown Palace,100,Brokedown Palace,6.2,115
6500000,9781,Detroit Rock City,95,Detroit Rock City,6.7,102
0,102489,Alice et Martin,124,Alice and Martin,6,6
0,18212,Better Than Chocolate,101,Better Than Chocolate,6.4,25
0,13817,Head On,104,Head On,5.8,18
0,126996,"Marcello Mastroianni: mi ricordo, sì, io mi ricordo",198,Marcello Mastroianni: I Remember,5.5,2
0,38715,Cobra,70,Cobra,6.7,3
6400000,48781,Never Talk to Strangers,86,Never Talk to Strangers,4.7,31
0,12185,Heaven Can Wait,101,Heaven Can Wait,6.4,84
350000,29056,The Raven,86,The Raven,6.3,56
250000,26857,The Tingler,82,The Tingler,6.4,34
200000,28501,The Pit and the Pendulum,80,The Pit and the Pendulum,6.9,67
0,29030,The Tomb of Ligeia,81,The Tomb of Ligeia,5.8,43
0,25319,The Masque of the Red Death,90,The Masque of the Red Death,6.6,62
0,29074,Tales of Terror,89,Tales of Terror,6.3,35
0,24103,Haunted Honeymoon,82,Haunted Honeymoon,5.4,45
0,10552,Cat's Eye,94,Cat's Eye,5.9,140
0,9267,And Now for Something Completely Different,88,And Now for Something Completely Different,7.1,139
6800000,10766,Damien: Omen II,107,Damien: Omen II,6.1,170
0,10768,Omen III: The Final Conflict,108,Omen III: The Final Conflict,5.5,132
3500000,813,Airplane!,88,Airplane!,7.1,1104
0,2665,Airplane II: The Sequel,85,Airplane II: The Sequel,6,276
22000000,9406,An American Werewolf in Paris,105,An American Werewolf in Paris,5.3,154
0,11418,National Lampoon’s European Vacation,95,National Lampoon’s European Vacation,6,232
15000000,11153,National Lampoon's Vacation,98,National Lampoon's Vacation,7.1,412
0,14170,Funny Farm,101,Funny Farm,6,74
18000000,2280,Big,104,Big,6.9,1022
0,11077,Problem Child,81,Problem Child,5.5,152
0,28597,Problem Child 2,90,Problem Child 2,5.2,101
0,22611,Little Nemo: Adventures In Slumberland,85,Little Nemo: Adventures In Slumberland,7.1,36
0,39780,Oscar and Lucinda,132,Oscar and Lucinda,6.2,26
23000000,10396,Tequila Sunrise,115,Tequila Sunrise,6,116
45000000,9944,The Pelican Brief,141,The Pelican Brief,6.3,377
0,850,A Christmas Story,94,A Christmas Story,7.4,352
0,10154,Mickey Blue Eyes,102,Mickey Blue Eyes,5.3,142
13000000,10342,Teaching Mrs. Tingle,96,Teaching Mrs. Tingle,5.3,94
45000000,10366,Universal Soldier: The Return,82,Universal Soldier: The Return,4.2,138
23000000,9349,Universal Soldier,102,Universal Soldier,5.8,382
0,15122,Love Stinks,94,Love Stinks,5.4,11
0,10494,パーフェクトブルー,81,Perfect Blue,7.9,261
0,126152,With Friends Like These...,105,With Friends Like These...,0,0
7000000,22314,In Too Deep,97,In Too Deep,6.3,18
0,51679,The Source,88,The Source,4.9,5
0,35813,The Bat,80,The Bat,5.9,18
0,11037,Iron Eagle,117,Iron Eagle,4.8,64
0,11955,Iron Eagle II,105,Iron Eagle II,4.3,17
0,2038,Iron Eagle III,98,Iron Eagle III,3.6,15
0,28737,Iron Eagle IV,96,Iron Eagle IV,3.2,8
0,11963,Three Days of the Condor,117,Three Days of the Condor,7.2,234
0,141489,Hamlet from the Lunt-Fontanne Theatre,191,Hamlet from the Lunt-Fontanne Theatre,6,2
0,53761,Male and Female,116,Male and Female,5,1
40000000,9096,Medicine Man,106,Medicine Man,5.8,114
0,91893,"Die Spinnen, 1. Teil - Der Goldene See",69,The Spiders - The Golden Sea,5.7,5
0,113273,On the Ropes,94,On the Ropes,5,1
0,103793,Rosie,0,Rosie,5,2
160000000,1911,The 13th Warrior,102,The 13th Warrior,6.4,524
75000000,2900,The Astronaut's Wife,109,The Astronaut's Wife,5.5,263
70000000,17709,Dudley Do-Right,77,Dudley Do-Right,3.8,49
0,37718,The Muse,97,The Muse,5.3,31
0,47144,Bure baruta,102,Cabaret Balkan,7.3,4
0,104896,A Dog Of Flanders,96,A Dog Of Flanders,6.4,6
0,30964,The Lost Son,102,The Lost Son,5.8,6
0,52366,Lucie Aubrac,115,Lucie Aubrac,5.9,8
0,6373,"Martha – Meet Frank, Daniel and Laurence",88,The Very Thought of You,5,11
70000000,2162,Chill Factor,101,Chill Factor,5.3,30
7000000,14578,Outside Providence,96,Outside Providence,5.6,30
0,40694,Bedrooms and Hallways,96,Bedrooms and Hallways,5.9,11
0,4338,I Woke Up Early The Day I Died,90,I Woke Up Early The Day I Died,4.7,3
0,49184,West Beyrouth,105,West Beyrouth,8.8,5
29000000,10307,Stigmata,103,Stigmata,6,248
12000000,11601,Stir of Echoes,99,Stir of Echoes,6.5,334
0,18621,Best Laid Plans,92,Best Laid Plans,6,30
0,1075,"Crna mačka, beli mačor",127,"Black Cat, White Cat",7.7,160
0,21719,The Minus Man,111,The Minus Man,6.4,19
0,40879,Whiteboyz,92,Whiteboyz,4.8,4
0,47951,Koneko monogatari,90,The Adventures of Milo and Otis,6.7,54
0,43832,Only Angels Have Wings,121,Only Angels Have Wings,7,47
0,47697,Othello,90,Othello,6.5,35
0,49792,Queens Logic,100,Queens Logic,5.7,6
0,77064,Public Access,90,Public Access,5.5,3
6000000,26522,A Soldier's Story,101,A Soldier's Story,6.2,54
340000,23761,Alice Sweet Alice,98,Alice Sweet Alice,6.4,58
0,24097,Don't Look in the Basement,89,Don't Look in the Basement,5.2,19
0,42114,Nightmares,99,Nightmares,5.4,23
0,28295,I Saw What You Did,82,I Saw What You Did,5.8,11
0,12105,Yellow Submarine,90,Yellow Submarine,7.1,114
15000000,14,American Beauty,122,American Beauty,7.9,3438
1200000,24128,Stop Making Sense,88,Stop Making Sense,8.7,47
65000000,11001,Blue Streak,93,Blue Streak,6.1,359
50000000,10390,For Love of the Game,137,For Love of the Game,6.3,88
17500000,9453,Caligola,156,Caligula,5.3,147
560000,704,A Hard Day's Night,88,A Hard Day's Night,7.3,172
0,35122,Splendor,93,Splendor,5.5,14
0,142132,Sugar Town,92,Sugar Town,5.5,2
1200000,24153,The Buddy Holly Story,113,The Buddy Holly Story,7.5,33
9000000,11797,Fright Night,106,Fright Night,6.9,279
0,18086,Fright Night Part 2,104,Fright Night Part 2,6.4,81
0,124475,La séparation,88,La séparation,5.4,7
